Project Short Code,Species Code,Species Name,Commercial Species Group,Gear Code,Gear Description,Gear Group,Commercial Data Viewer,CPFV Species Group,CPFV Data Viewer
Statewide_SocEco,435,WHITE CROAKER,CROAKER,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,435,WHITE CROAKER,CROAKER,49,TRAWL-Footrope greater than 8 in. in diameter,BOTTOM TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,435,WHITE CROAKER,CROAKER,50,TRAWL NET,BOTTOM TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,435,WHITE CROAKER,CROAKER,52,PARANZELLA,BOTTOM TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,435,WHITE CROAKER,CROAKER,54,MIDWATER TRAWL,MIDWATER TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,435,WHITE CROAKER,CROAKER,55,BEAM TRAWL,BOTTOM TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,435,WHITE CROAKER,CROAKER,56,BOTTOM TRAWL,BOTTOM TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,435,WHITE CROAKER,CROAKER,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,435,WHITE CROAKER,CROAKER,59,DOUBLE-RIGGED TRAWL,BOTTOM TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,435,WHITE CROAKER,CROAKER,65,DRIFT GILL NET,GILL NET,No,OTHER NEARSHORE,No
Statewide_SocEco,435,WHITE CROAKER,CROAKER,66,SET GILL NET,GILL NET,No,OTHER NEARSHORE,No
Statewide_SocEco,435,WHITE CROAKER,CROAKER,71,PURSE SEINE,SEINE/NET,No,OTHER NEARSHORE,No
Statewide_SocEco,435,WHITE CROAKER,CROAKER,73,DRUM SEINE,SEINE/NET,No,OTHER NEARSHORE,No
Statewide_SocEco,435,WHITE CROAKER,CROAKER,74,LAMPARA NET,SEINE/NET,No,OTHER NEARSHORE,No
Statewide_SocEco,440,QUEENFISH,OTHER,0,UNKNOWN,MISC,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,1,HOOK & LINE,HOOK-LINE,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,4,MOOCHING (SALMON),HOOK-LINE,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,5,SET LONGLINE,LONGLINE,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,7,TROLL (ALBACORE),TROLL,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,8,TROLL (GROUNDFISH OR OTHER FISH),TROLL,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,18,DIVING,DIVING,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,20,ENTRAPPING,TRAP,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,27,CRAB OR LOBSTER TRAP,TRAP,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,66,SET GILL NET,GILL NET,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,71,PURSE SEINE,SEINE/NET,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,73,DRUM SEINE,SEINE/NET,No,OTHER,No
Statewide_SocEco,440,QUEENFISH,OTHER,74,LAMPARA NET,SEINE/NET,No,OTHER,No
Statewide_SocEco,445,FLYINGFISH,OTHER,1,HOOK & LINE,HOOK-LINE,No,OTHER,No
Statewide_SocEco,445,FLYINGFISH,OTHER,5,SET LONGLINE,LONGLINE,No,OTHER,No
Statewide_SocEco,445,FLYINGFISH,OTHER,21,FISH TRAP,TRAP,No,OTHER,No
Statewide_SocEco,445,FLYINGFISH,OTHER,40,BRAIL/DIP NET OR A-FRAME,BRAIL/DIP NET,No,OTHER,No
Statewide_SocEco,445,FLYINGFISH,OTHER,56,BOTTOM TRAWL,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,445,FLYINGFISH,OTHER,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,445,FLYINGFISH,OTHER,60,UNKNOWN,Other-misc,No,OTHER,No
Statewide_SocEco,445,FLYINGFISH,OTHER,65,DRIFT GILL NET,GILL NET,No,OTHER,No
Statewide_SocEco,445,FLYINGFISH,OTHER,66,SET GILL NET,GILL NET,No,OTHER,No
Statewide_SocEco,445,FLYINGFISH,OTHER,71,PURSE SEINE,SEINE/NET,No,OTHER,No
Statewide_SocEco,445,FLYINGFISH,OTHER,73,DRUM SEINE,SEINE/NET,No,OTHER,No
Statewide_SocEco,446,No Name Provided,OTHER-misc,1,HOOK & LINE,HOOK-LINE,No,OTHER-misc,No
Statewide_SocEco,450,EEL,OTHER,0,UNKNOWN,MISC,No,OTHER,No
Statewide_SocEco,450,EEL,OTHER,1,HOOK & LINE,HOOK-LINE,No,OTHER,No
Statewide_SocEco,450,EEL,OTHER,3,Vertical Hook & Line/Portuguese Longline,HOOK-LINE,No,OTHER,No
Statewide_SocEco,450,EEL,OTHER,5,SET LONGLINE,LONGLINE,No,OTHER,No
Statewide_SocEco,450,EEL,OTHER,9,TROLL (SALMON),TROLL,No,OTHER,No
Statewide_SocEco,450,EEL,OTHER,20,ENTRAPPING,TRAP,No,OTHER,No
Statewide_SocEco,450,EEL,OTHER,21,FISH TRAP,TRAP,No,OTHER,No
Statewide_SocEco,450,EEL,OTHER,27,CRAB OR LOBSTER TRAP,TRAP,No,OTHER,No
Statewide_SocEco,450,EEL,OTHER,49,TRAWL-Footrope greater than 8 in. in diameter,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,450,EEL,OTHER,50,TRAWL NET,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,450,EEL,OTHER,56,BOTTOM TRAWL,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,450,EEL,OTHER,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,450,EEL,OTHER,66,SET GILL NET,GILL NET,No,OTHER,No
Statewide_SocEco,450,EEL,OTHER,71,PURSE SEINE,SEINE/NET,No,OTHER,No
Statewide_SocEco,452,CALIFORNIA MORAY EEL,OTHER,0,UNKNOWN,MISC,No,OTHER,No
Statewide_SocEco,452,CALIFORNIA MORAY EEL,OTHER,1,HOOK & LINE,HOOK-LINE,No,OTHER,No
Statewide_SocEco,452,CALIFORNIA MORAY EEL,OTHER,5,SET LONGLINE,LONGLINE,No,OTHER,No
Statewide_SocEco,452,CALIFORNIA MORAY EEL,OTHER,18,DIVING,DIVING,No,OTHER,No
Statewide_SocEco,452,CALIFORNIA MORAY EEL,OTHER,20,ENTRAPPING,TRAP,No,OTHER,No
Statewide_SocEco,452,CALIFORNIA MORAY EEL,OTHER,21,FISH TRAP,TRAP,No,OTHER,No
Statewide_SocEco,452,CALIFORNIA MORAY EEL,OTHER,22,PRAWN TRAP,TRAP,No,OTHER,No
Statewide_SocEco,452,CALIFORNIA MORAY EEL,OTHER,27,CRAB OR LOBSTER TRAP,TRAP,No,OTHER,No
Statewide_SocEco,452,CALIFORNIA MORAY EEL,OTHER,59,DOUBLE-RIGGED TRAWL,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,452,CALIFORNIA MORAY EEL,OTHER,66,SET GILL NET,GILL NET,No,OTHER,No
Statewide_SocEco,452,CALIFORNIA MORAY EEL,OTHER,71,PURSE SEINE,SEINE/NET,No,OTHER,No
Statewide_SocEco,453,PACIFIC LAMPREY,OTHER-misc,40,BRAIL/DIP NET OR A-FRAME,BRAIL/DIP NET,No,OTHER-misc,No
Statewide_SocEco,453,PACIFIC LAMPREY,OTHER-misc,54,MIDWATER TRAWL,MIDWATER TRAWL,No,OTHER-misc,No
Statewide_SocEco,454,WOLF EEL,MISC,0,UNKNOWN,MISC,No,OTHER,No
Statewide_SocEco,454,WOLF EEL,MISC,1,HOOK & LINE,HOOK-LINE,No,OTHER,No
Statewide_SocEco,454,WOLF EEL,MISC,3,Vertical Hook & Line/Portuguese Longline,HOOK-LINE,No,OTHER,No
Statewide_SocEco,454,WOLF EEL,MISC,5,SET LONGLINE,LONGLINE,No,OTHER,No
Statewide_SocEco,454,WOLF EEL,MISC,8,TROLL (GROUNDFISH OR OTHER FISH),TROLL,No,OTHER,No
Statewide_SocEco,454,WOLF EEL,MISC,9,TROLL (SALMON),TROLL,No,OTHER,No
Statewide_SocEco,454,WOLF EEL,MISC,20,ENTRAPPING,TRAP,No,OTHER,No
Statewide_SocEco,454,WOLF EEL,MISC,21,FISH TRAP,TRAP,No,OTHER,No
Statewide_SocEco,454,WOLF EEL,MISC,27,CRAB OR LOBSTER TRAP,TRAP,No,OTHER,No
Statewide_SocEco,454,WOLF EEL,MISC,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,454,WOLF EEL,MISC,50,TRAWL NET,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,454,WOLF EEL,MISC,56,BOTTOM TRAWL,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,454,WOLF EEL,MISC,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,454,WOLF EEL,MISC,66,SET GILL NET,GILL NET,No,OTHER,No
Statewide_SocEco,455,No Name Provided,OTHER-misc,1,HOOK & LINE,HOOK-LINE,No,OTHER-misc,No
Statewide_SocEco,455,No Name Provided,OTHER-misc,5,SET LONGLINE,LONGLINE,No,OTHER-misc,No
Statewide_SocEco,455,No Name Provided,OTHER-misc,21,FISH TRAP,TRAP,No,OTHER-misc,No
Statewide_SocEco,456,MONKEYFACE PRICKLEBACK,NEARSHORE FINFISH,0,UNKNOWN,MISC,No,OTHER,No
Statewide_SocEco,456,MONKEYFACE PRICKLEBACK,NEARSHORE FINFISH,1,HOOK & LINE,HOOK-LINE,YES,OTHER,No
Statewide_SocEco,456,MONKEYFACE PRICKLEBACK,NEARSHORE FINFISH,3,Vertical Hook & Line/Portuguese Longline,HOOK-LINE,YES,OTHER,No
Statewide_SocEco,456,MONKEYFACE PRICKLEBACK,NEARSHORE FINFISH,5,SET LONGLINE,LONGLINE,YES,OTHER,No
Statewide_SocEco,456,MONKEYFACE PRICKLEBACK,NEARSHORE FINFISH,6,JIG/BAIT (ALBACORE),HOOK-LINE,YES,OTHER,No
Statewide_SocEco,456,MONKEYFACE PRICKLEBACK,NEARSHORE FINFISH,8,TROLL (GROUNDFISH OR OTHER FISH),TROLL,No,OTHER,No
Statewide_SocEco,456,MONKEYFACE PRICKLEBACK,NEARSHORE FINFISH,21,FISH TRAP,TRAP,YES,OTHER,No
Statewide_SocEco,456,MONKEYFACE PRICKLEBACK,NEARSHORE FINFISH,27,CRAB OR LOBSTER TRAP,TRAP,YES,OTHER,No
Statewide_SocEco,456,MONKEYFACE PRICKLEBACK,NEARSHORE FINFISH,50,TRAWL NET,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,456,MONKEYFACE PRICKLEBACK,NEARSHORE FINFISH,56,BOTTOM TRAWL,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,0,UNKNOWN,MISC,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,1,HOOK & LINE,HOOK-LINE,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,3,Vertical Hook & Line/Portuguese Longline,HOOK-LINE,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,5,SET LONGLINE,LONGLINE,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,15,DIVING /HOOKS (SEA URCHINS),DIVING,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,18,DIVING,DIVING,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,20,ENTRAPPING,TRAP,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,21,FISH TRAP,TRAP,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,22,PRAWN TRAP,TRAP,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,27,CRAB OR LOBSTER TRAP,TRAP,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,49,TRAWL-Footrope greater than 8 in. in diameter,BOTTOM TRAWL,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,50,TRAWL NET,BOTTOM TRAWL,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,65,DRIFT GILL NET,GILL NET,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,66,SET GILL NET,GILL NET,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,71,PURSE SEINE,SEINE/NET,No,MISC,No
Statewide_SocEco,457,HAGFISHES,HAGFISH,90,HAND TAKE,MISC,No,MISC,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,0,UNKNOWN,MISC,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,1,HOOK & LINE,HOOK-LINE,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,3,Vertical Hook & Line/Portuguese Longline,HOOK-LINE,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,5,SET LONGLINE,LONGLINE,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,6,JIG/BAIT (ALBACORE),HOOK-LINE,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,7,TROLL (ALBACORE),TROLL,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,9,TROLL (SALMON),TROLL,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,12,HARPOON/SPEAR,HARPOON/SPEAR,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,15,DIVING /HOOKS (SEA URCHINS),DIVING,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,18,DIVING,DIVING,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,20,ENTRAPPING,TRAP,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,21,FISH TRAP,TRAP,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,35,DAINISH/SCOTTISH SEINE,BOTTOM TRAWL,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,54,MIDWATER TRAWL,MIDWATER TRAWL,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,56,BOTTOM TRAWL,BOTTOM TRAWL,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,65,DRIFT GILL NET,GILL NET,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,66,SET GILL NET,GILL NET,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,71,PURSE SEINE,SEINE/NET,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,467,OPAH,OTHER OFFSHORE PELAGICS,73,DRUM SEINE,SEINE/NET,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,0,UNKNOWN,MISC,No,OTHER,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,1,HOOK & LINE,HOOK-LINE,No,OTHER,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,5,SET LONGLINE,LONGLINE,No,OTHER,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,21,FISH TRAP,TRAP,No,OTHER,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,27,CRAB OR LOBSTER TRAP,TRAP,No,OTHER,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,48,TRAWL-Footrope less than 8 in. in diameter,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,50,TRAWL NET,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,56,BOTTOM TRAWL,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,59,DOUBLE-RIGGED TRAWL,BOTTOM TRAWL,No,OTHER,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,65,DRIFT GILL NET,GILL NET,No,OTHER,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,66,SET GILL NET,GILL NET,No,OTHER,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,71,PURSE SEINE,SEINE/NET,No,OTHER,No
Statewide_SocEco,473,CALIFORNIA LIZARDFISH,OTHER,73,DRUM SEINE,SEINE/NET,No,OTHER,No
Statewide_SocEco,475,OPALEYE,OTHER,0,UNKNOWN,MISC,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,1,HOOK & LINE,HOOK-LINE,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,5,SET LONGLINE,LONGLINE,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,6,JIG/BAIT (ALBACORE),HOOK-LINE,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,18,DIVING,DIVING,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,20,ENTRAPPING,TRAP,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,21,FISH TRAP,TRAP,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,22,PRAWN TRAP,TRAP,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,27,CRAB OR LOBSTER TRAP,TRAP,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,40,BRAIL/DIP NET OR A-FRAME,BRAIL/DIP NET,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,49,TRAWL-Footrope greater than 8 in. in diameter,BOTTOM TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,65,DRIFT GILL NET,GILL NET,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,66,SET GILL NET,GILL NET,No,OTHER NEARSHORE,No
Statewide_SocEco,475,OPALEYE,OTHER,71,PURSE SEINE,SEINE/NET,No,OTHER NEARSHORE,No
Statewide_SocEco,476,CALIFORNIA NEEDLEFISH,MISC,1,HOOK & LINE,HOOK-LINE,No,OTHER,No
Statewide_SocEco,476,CALIFORNIA NEEDLEFISH,MISC,21,FISH TRAP,TRAP,No,OTHER,No
Statewide_SocEco,476,CALIFORNIA NEEDLEFISH,MISC,65,DRIFT GILL NET,GILL NET,No,OTHER,No
Statewide_SocEco,478,HALFMOON,OTHER,0,UNKNOWN,MISC,No,OTHER NEARSHORE,No
Statewide_SocEco,478,HALFMOON,OTHER,1,HOOK & LINE,HOOK-LINE,No,OTHER NEARSHORE,No
Statewide_SocEco,478,HALFMOON,OTHER,3,Vertical Hook & Line/Portuguese Longline,HOOK-LINE,No,OTHER NEARSHORE,No
Statewide_SocEco,478,HALFMOON,OTHER,5,SET LONGLINE,LONGLINE,No,OTHER NEARSHORE,No
Statewide_SocEco,478,HALFMOON,OTHER,6,JIG/BAIT (ALBACORE),HOOK-LINE,No,OTHER NEARSHORE,No
Statewide_SocEco,478,HALFMOON,OTHER,18,DIVING,DIVING,No,OTHER NEARSHORE,No
Statewide_SocEco,478,HALFMOON,OTHER,21,FISH TRAP,TRAP,No,OTHER NEARSHORE,No
Statewide_SocEco,478,HALFMOON,OTHER,27,CRAB OR LOBSTER TRAP,TRAP,No,OTHER NEARSHORE,No
Statewide_SocEco,478,HALFMOON,OTHER,40,BRAIL/DIP NET OR A-FRAME,BRAIL/DIP NET,No,OTHER NEARSHORE,No
Statewide_SocEco,478,HALFMOON,OTHER,55,BEAM TRAWL,BOTTOM TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,478,HALFMOON,OTHER,66,SET GILL NET,GILL NET,No,OTHER NEARSHORE,No
Statewide_SocEco,478,HALFMOON,OTHER,71,PURSE SEINE,SEINE/NET,No,OTHER NEARSHORE,No
Statewide_SocEco,479,BLACKSMITH,MISC,0,UNKNOWN,MISC,No,OTHER NEARSHORE,No
Statewide_SocEco,479,BLACKSMITH,MISC,1,HOOK & LINE,HOOK-LINE,No,OTHER NEARSHORE,No
Statewide_SocEco,479,BLACKSMITH,MISC,5,SET LONGLINE,LONGLINE,No,OTHER NEARSHORE,No
Statewide_SocEco,479,BLACKSMITH,MISC,18,DIVING,DIVING,No,OTHER NEARSHORE,No
Statewide_SocEco,479,BLACKSMITH,MISC,21,FISH TRAP,TRAP,No,OTHER NEARSHORE,No
Statewide_SocEco,479,BLACKSMITH,MISC,27,CRAB OR LOBSTER TRAP,TRAP,No,OTHER NEARSHORE,No
Statewide_SocEco,479,BLACKSMITH,MISC,56,BOTTOM TRAWL,BOTTOM TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,479,BLACKSMITH,MISC,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,OTHER NEARSHORE,No
Statewide_SocEco,479,BLACKSMITH,MISC,66,SET GILL NET,GILL NET,No,OTHER NEARSHORE,No
Statewide_SocEco,480,SARGO,OTHER,0,UNKNOWN,MISC,No,OTHER NEARSHORE,No
Statewide_SocEco,480,SARGO,OTHER,1,HOOK & LINE,HOOK-LINE,No,OTHER NEARSHORE,No
Statewide_SocEco,480,SARGO,OTHER,5,SET LONGLINE,LONGLINE,No,OTHER NEARSHORE,No
Statewide_SocEco,480,SARGO,OTHER,20,ENTRAPPING,TRAP,No,OTHER NEARSHORE,No
Statewide_SocEco,480,SARGO,OTHER,21,FISH TRAP,TRAP,No,OTHER NEARSHORE,No
Statewide_SocEco,480,SARGO,OTHER,22,PRAWN TRAP,TRAP,No,OTHER NEARSHORE,No
Statewide_SocEco,480,SARGO,OTHER,27,CRAB OR LOBSTER TRAP,TRAP,No,OTHER NEARSHORE,No
Statewide_SocEco,480,SARGO,OTHER,66,SET GILL NET,GILL NET,No,OTHER NEARSHORE,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,0,UNKNOWN,MISC,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,1,HOOK & LINE,HOOK-LINE,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,3,Vertical Hook & Line/Portuguese Longline,HOOK-LINE,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,4,MOOCHING (SALMON),HOOK-LINE,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,5,SET LONGLINE,LONGLINE,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,6,JIG/BAIT (ALBACORE),HOOK-LINE,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,7,TROLL (ALBACORE),TROLL,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,8,TROLL (GROUNDFISH OR OTHER FISH),TROLL,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,9,TROLL (SALMON),TROLL,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,12,HARPOON/SPEAR,HARPOON/SPEAR,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,21,FISH TRAP,TRAP,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,27,CRAB OR LOBSTER TRAP,TRAP,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,58,SINGLE-RIGGED TRAWL,BOTTOM TRAWL,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,65,DRIFT GILL NET,GILL NET,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,66,SET GILL NET,GILL NET,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,481,DOLPHIN FISH,OTHER OFFSHORE PELAGICS,71,PURSE SEINE,SEINE/NET,No,OTHER OFFSHORE PELAGICS,No
Statewide_SocEco,482,No Name Provided,OTHER-misc,18,DIVING,DIVING,No,OTHER-misc,No
Statewide_SocEco,483,LONGJAW MUDSUCKER,OTHER-misc,1,HOOK & LINE,HOOK-LINE,No,OTHER-misc,No
Statewide_SocEco,483,LONGJAW MUDSUCKER,OTHER-misc,21,FISH TRAP,TRAP,No,OTHER-misc,No
Statewide_SocEco,483,LONGJAW MUDSUCKER,OTHER-misc,27,CRAB OR LOBSTER TRAP,TRAP,No,OTHER-misc,No
Statewide_SocEco,483,LONGJAW MUDSUCKER,OTHER-misc,55,BEAM TRAWL,BOTTOM TRAWL,No,OTHER-misc,No
Statewide_SocEco,484,SALEMA,OTHER,1,HOOK & LINE,HOOK-LINE,No,OTHER NEARSHORE,No
Statewide_SocEco,485,PLAINFIN MIDSHIPMAN,MISC,1,HOOK & LINE,HOOK-LINE,No,MISC,No
Statewide_SocEco,485,PLAINFIN MIDSHIPMAN,MISC,21,FISH TRAP,TRAP,No,MISC,No
Statewide_SocEco,485,PLAINFIN MIDSHIPMAN,MISC,35,DAINISH/SCOTTISH SEINE,BOTTOM TRAWL,No,MISC,No
